title,genres,release_date,runtime,budget,revenue,director,popularity,vote_average,vote_count,overview
The Commando,"['Action', 'Crime', 'Thriller']",2022-01-07,93,0,0,Nicole Holland,20.049,5.8,159,"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals."
Your Name Engraved Herein,"['Romance', 'Drama']",2020-09-30,114,0,0,Hung-Yi Hsiao,20.046,7.9,248,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma."
The Train,"['War', 'Thriller']",1964-09-24,133,5800000,6800000,Rose Valland,20.046,7.5,310,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory."
Midas Man,"['Music', 'History', 'Drama']",2024-08-23,112,0,0,Sunny Vohra,20.045,7.5,2,"When Brian Epstein set foot in the Cavern Club in November 1961 to watch The Beatles perform, he saw something no one else could – a glimmer of gold. Sharply dressed and well-spoken, Brian was hardly the most obvious radical – but being Jewish, closeted and having grown up as an outsider who had failed at pretty much everything, he was a 26-year old with something to prove and who wanted to tear up the rulebook."
Midori,"['Animation', 'Drama', 'Horror', 'Romance']",1992-05-02,49,0,0,Hiroshi Harada,20.044,6.2,131,"After losing her parents, young flower selling Midori is put up by a fairground group. She is abused and forced to slavery, until the arrival of an enigmatic magician of short stature, who gives her hope for a better future."
Solo Leveling -ReAwakening-,"['Action', 'Adventure', 'Fantasy', 'Animation']",2024-11-26,0,0,0,Chugong,20.042,0.0,0,"They say whatever doesn't kill you makes you stronger, but that's not the case for the world's weakest hunter Sung Jinwoo. After being brutally slaughtered by monsters in a high-ranking dungeon, Jinwoo came back with the System, a program only he could see, that's leveling him up in every way. Now, he's inspired to discover the secrets behind his powers and the dungeon that spawned them. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season."
Killing Ground,"['Mystery', 'Thriller', 'Horror']",2017-08-24,88,0,0,Hilda Somarriba,20.037,6.116,245,A couple's camping trip turns into a frightening ordeal when they stumble across the scene of a horrific crime.
A Return to Salem's Lot,"['Horror', 'Comedy']",1987-09-11,101,12000000,0,Larry Cohen,20.037,6.0,281,"Joe Weber is an anthropologist who takes his son on a trip to the New England town of Salem's Lot unaware that it is populated by vampires. When the inhabitants reveal their secret, they ask Joe to write a bible for them."
Deep Blue Sea 3,"['Action', 'Horror', 'Science Fiction']",2020-08-25,100,5000000,0,Wayne Powers,20.034,5.6,311,"Dr. Emma Collins and her team are spending their third summer on the island of Little Happy studying the effect of climate change on the great white sharks who come to the nearby nursery every year to give birth. Along with the last two inhabitants of this former fishing village, their peaceful life is disrupted when a ""scientific"" team led by her ex-boyfriend and marine biologist Richard show up looking for three bull sharks who we soon learn aren't just any bull sharks."
Awareness,"['Science Fiction', 'Mystery', 'Thriller', 'Action']",2023-03-16,112,0,0,Roque Baños,20.032,5.7,165,"Ian is a teenager who lives with his father on the outskirts by running small scams using Ian's ability to generate visual illusions upon unsuspecting victims. When one of his cons goes awry, his abilities publicly spiral out of control and Ian becomes the target of two rival organizations, each seeking to exploit his powers."
Pamangkin,['Drama'],2024-03-20,58,0,0,King Wolf,20.031,0.0,0,Story of an uncle who is visited by a pretending nephew to get his hidden treasure.
Doomsday,"['Action', 'Thriller', 'Science Fiction']",2008-03-14,108,30000000,22472631,Boris Rivett-Carnac,20.031,5.967,1273,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare."
All About Anna,"['Comedy', 'Drama', 'Romance']",2005-11-24,91,0,0,Anya Aims,20.03,3.632,110,"Anna is a young costume designer, focused on her job and wary of getting caught in romantic relationships. She has just found a new apartment, and is tempted to let her latest boyfriend, Frank, move in with her. Instead, she finds a tenant: The flamboyant, fun-loving Camilla, who shares Anna’s views on love and commitment. For both of them, it’s all about fun."
The Five Venoms,"['Action', 'Drama', 'Mystery']",1978-08-12,102,0,0,Chang Cheh,20.029,6.7,138,"A dying master sends his last student to check up on five former pupils, who each know a special style of kung-fu."
Beauty and the Billionaire,"['TV Movie', 'Romance', 'Comedy']",2022-07-25,93,0,0,Brittany Wiscombe,20.028,6.9,23,Addison travels with a picky billionaire as an assistant in her brother's place so he doesn't lose his job. She clashes with the billionaire until both start to see more in each other than they thought.
The Cave,"['Action', 'Adventure', 'Horror', 'Thriller']",2005-08-26,97,30000000,33296457,Bruce Hunt,20.028,5.392,904,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain."
The Dyatlov Pass Incident,"['Thriller', 'Mystery']",2013-02-27,100,0,5217347,Svetlana Chernukhova,20.027,5.894,647,"In February of 1959, nine Russian hikers ventured into a remote area of the Ural Mountains. Two weeks later, all of them were found dead. What happened is a mystery that has baffled investigators and researchers for decades. It has become known as the Dyatlov Pass Incident.  When five ambitious American college students are issued a grant to return to the site of the original events, they gear up with the belief that they can uncover and document the truth of what happened to the supposedly experienced hikers. But what they find is more shocking than anything they could have imagined. Retracing the steps of the Russians' ill-fated journey, the students are plagued by strange and increasingly terrifying phenomena that suggest that in spite of the desolate surroundings, they are not alone. The forces at work in the Dyatlov Pass Incident have been waiting for them."
Under the Silver Lake,"['Crime', 'Drama', 'Mystery']",2018-08-08,139,8500000,2053469,Mark Bennett,20.026,6.4,1374,"Young and disenchanted Sam meets a mysterious and beautiful woman who's swimming in his building's pool one night. When she suddenly vanishes the next morning, Sam embarks on a surreal quest across Los Angeles to decode the secret behind her disappearance, leading him into the murkiest depths of mystery, scandal and conspiracy."
House on Haunted Hill,['Horror'],1999-10-29,93,37000000,40846082,Don Davis,20.024,5.6,861,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.
The Pulpit - Prelude,"['Drama', 'Thriller', 'Crime']",2022-07-01,9,25000,0,Sam Findlay,20.022,0.0,0,"When a progressive, midwestern pastor's life is threatened by extremists, she must answer to a gang of interrogating FBI Agents as she reels from the trauma of terrorism.  ""The Pulpit: Prelude"" is about small town politics and the challenges faced by progressive leadership. The film sheds light on the violence and prejudice in a variety of faith communities and the challenges of seeking help from institutions like law enforcement.  Inspired by a True Story, this short film is a prelude to a feature-length Thriller of the same name.  ""THE PULPIT"" will return."
Hillbilly Elegy,['Drama'],2020-11-09,117,0,0,Grant Elder,20.021,6.721,900,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future."
"Good Morning, Vietnam","['Comedy', 'Drama', 'War']",1987-12-23,121,13000000,123922370,Mark Johnson,20.021,7.304,2674,"A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humour."
The Bounty Hunter,"['Action', 'Comedy', 'Romance']",2010-03-16,110,40000000,136300000,Andy Tennant,20.02,5.856,2828,"Milo Boyd, a down-on-his-luck bounty hunter, thinks he's seeing an upswing in fortune when he gets a call to bring in his bail-jumping ex-wife, a reporter named Nicole. Milo considers the job an easy payday, but Nicole quickly escapes to chase a lead on a murder case. The former spouses play an escalating game of one-upmanship, until they suddenly find themselves on the run for their lives."
Monster,"['Crime', 'Drama']",2003-12-24,110,8000000,60400000,Patty Jenkins,20.018,7.218,2287,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer."
Suitable Flesh,"['Horror', 'Thriller', 'Comedy']",2023-10-27,99,0,0,Jason Richard Miller,20.017,5.278,90,"A once-esteemed psychiatrist helplessly watches her life spiral into a nightmarish maelstrom of supernatural hysteria and gruesome deaths, all linked to a seemingly unstoppable ancient curse."
Get Him to the Greek,"['Adventure', 'Comedy', 'Music']",2010-06-03,109,40000000,90029656,Nicholas Stoller,20.017,6.0,1742,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show."
Miracle on 34th Street,"['Comedy', 'Drama', 'Family']",1947-06-04,96,630000,2700000,George Seaton,20.014,7.4,720,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 2009."
Body Double,"['Crime', 'Mystery', 'Thriller']",1984-10-25,114,10000000,8801940,Brian De Palma,20.014,6.8,777,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous woman dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers—with porn actress Holly Body as his guide."
Game of Death,"['Drama', 'Action', 'Thriller']",1978-03-23,101,850000,0,Kim Tae-Jeong,20.013,6.4,657,A martial arts movie star must fake his death to find the people who are trying to kill him.
Universal Soldier: Day of Reckoning,"['Action', 'Science Fiction', 'Thriller']",2012-10-04,113,11500000,1402307,John Hyams,20.011,5.5,423,"After his wife and daughter are murdered in a home invasion, a widower named John now finds himself up against an army of Universal Soldiers in relentless pursuit, led by a mysterious leader who promises to set UniSols free from their conditioning."
The Man-Eater,['Comedy'],1999-08-26,80,0,0,Aurelio Grimaldi,20.011,5.2,33,"This is the story of a Sicilian woman that tries to have avidly as many sexual adventures as possible. She uses different identities and personalities, but she can't stop collecting adventures. One day she meets Valerio, a young student who falls in love with her."
The Hours,['Drama'],2002-12-27,114,25000000,41597830,Stephen Daldry,20.011,7.3,1703,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition."
My Little Pony: The Movie,"['Family', 'Animation', 'Adventure', 'Fantasy']",2017-10-05,99,6000000,61294644,Lauren Faust,20.008,7.2,372,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home."
My Mistress,"['Romance', 'Drama']",2014-08-14,104,0,0,Lisa Michell,19.998,5.2,61,"After experiencing a tragic event, a teenager is comforted by an older French woman who convinces him that an S&M relationship will help him heal."
Asterix and the Big Fight,"['Family', 'Animation', 'Adventure', 'Comedy']",1989-10-04,81,0,0,Philippe Grimond,19.998,6.268,624,"Gaullish custom requires that a would-be chief must challenge and defeat another to become the leader of two tribes. Vitalstatistix is not perturbed because of Getafix's magic potion. Getafix, however has an accident and forgets how to make it. Then Vitalstatistix is suddenly challenged."
House,"['Comedy', 'Horror', 'Fantasy']",1985-12-06,92,3000000,19444631,Michael N. Knue,19.997,6.1,547,"Roger Cobb, a divorced horror novelist coming to terms with the disappearance of his young son, inherits an old mansion home to malevolent supernatural residents."
